StateCode,Year,ABICB,ABICP,ARICB,ARICP,ARTCB,ARTCP,ARTXB,ARTXP,AVACB,AVACP,AVTCB,AVTCP,AVTXB,AVTXP,BMTCB,CLACB,CLACP,CLCCB,CLCCP,CLEIB,CLEIP,CLICB,CLICP,CLKCB,CLKCP,CLOCB,CLOCP,CLPRB,CLPRP,CLRCB,CLRCP,CLTCB,CLTCP,CLTXB,CLTXP,COICB,COICP,DFACB,DFACP,DFCCB,DFCCP,DFEIB,DFEIP,DFICB,DFICP,DFRCB,DFRCP,DFTCB,DFTCP,DFTXB,DFTXP,DKEIB,DKEIP,ELEXB,ELEXP,ELIMB,ELIMP,ELISB,ELNIB,ELNIP,EMACB,EMCCB,EMFDB,EMICB,EMLCB,EMTCB,ENACP,ENCCP,ENICP,ENPRP,ENTCP,ESACB,ESACP,ESCCB,ESCCP,ESICB,ESICP,ESRCB,ESRCP,ESTCB,ESTCP,ESTXB,ESTXP,FFTCB,FNICB,FNICP,FOICB,FOICP,FSICB,FSICP,GECCB,GEEGB,GEEGP,GEICB,GERCB,GETCB,GETXB,HYCCB,HYCCP,HYEGB,HYEGP,HYICB,HYICP,HYTCB,HYTCP,HYTXB,HYTXP,JFACB,JFACP,JFTCB,JFTCP,JFTXB,JFTXP,JKACB,JKACP,JKTCB,JKTCP,JNACB,JNACP,JNTCB,JNTCP,KSCCB,KSCCP,KSICB,KSICP,KSRCB,KSRCP,KSTCB,KSTCP,KSTXB,KSTXP,LGACB,LGACP,LGCCB,LGCCP,LGICB,LGICP,LGRCB,LGRCP,LGTCB,LGTCP,LGTXB,LGTXP,LOACB,LOCCB,LOICB,LORCB,LOTCB,LOTXB,LUACB,LUACP,LUICB,LUICP,LUTCB,LUTCP,LUTXB,LUTXP,MBICB,MBICP,MGACB,MGACP,MGCCB,MGCCP,MGICB,MGICP,MGTCB,MGTCP,MGTXB,MGTXP,MMTCB,MSICB,MSICP,NAICB,NAICP,NGACB,NGACP,NGCCB,NGCCP,NGEIB,NGEIP,NGICB,NGICP,NGLPB,NGLPP,NGMPB,NGMPP,NGPZB,NGPZP,NGRCB,NGRCP,NGTCB,NGTCP,NGTXB,NGTXP,NGVHB,NGVHP,NNACB,NNCCB,NNEIB,NNICB,NNRCB,NNTCB,NUEGB,NUEGP,NUETB,NUETP,P1ICB,P1ICP,P1TCB,P1TCP,P1TXB,P1TXP,PAACB,PAACP,PACCB,PACCP,PAEIB,PAEIP,PAICB,PAICP,PAPRB,PAPRP,PARCB,PARCP,PATCB,PATCP,PATXB,PATXP,PCCCB,PCCCP,PCEIB,PCEIP,PCICB,PCICP,PCRFB,PCTCB,PCTCP,PLICB,PLICP,PMTCB,POICB,POICP,POTCB,POTCP,POTXB,POTXP,PPICB,PPICP,REPRB,RETCB,RFACB,RFACP,RFCCB,RFCCP,RFEIB,RFEIP,RFICB,RFICP,RFTCB,RFTCP,RFTXB,RFTXP,ROPRB,SGICB,SGICP,SNICB,SNICP,SOCCB,SOCCP,SOEGB,SOEGP,SOICB,SOICP,SORCB,SOTCB,SOTXB,TEACB,TEAPB,TECCB,TECPB,TEEIB,TEICB,TEIPB,TEPRB,TERCB,TERPB,TETCB,TETPB,TETXB,TNACB,TNCCB,TNICB,TNRCB,TNTXB,TPOPP,UOICB,UOICP,USICB,USICP,WDCCB,WDEIB,WDICB,WDRCB,WDRCP,WSCCB,WSEIB,WSICB,WWCCB,WWEIB,WWICB,WWTCB,WWTXB,WXICB,WXICP,WYCCB,WYCCP,WYEGB,WYEGP,WYICB,WYICP,WYTCB,WYTCP,WYTXB,WYTXP
WI,1962,0,0,17528,2641,17528,2641,17528,2641,3427,679,3427,679,3427,679,39130,472,19,25076,1145,130120,5332,118574,4802,8188,306,110387,4496,0,0,36085,1648,310326,12946,180207,7614,0,0,12543,2153,11245,1931,24,4,43591,7484,69366,11908,136771,23480,136747,23476,24,4,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11703,3430,16112,4722,20028,5870,47842,14022,47842,14022,856218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19316,1829,3250,308,22565,2137,3250,308,1970,357,1970,357,1970,357,1081,191,1081,191,889,166,889,166,701,124,6424,1133,8546,1507,15670,2764,15670,2764,126,33,1608,419,3253,782,13013,3392,18001,4626,18001,4626,0,28112,38702,48110,114924,114924,3215,530,2221,366,5436,896,5436,896,0,0,161485,30742,1443,275,15116,2878,178045,33894,178045,33894,178045,236,41,0,0,406,392,17959,17352,12732,12302,49342,47673,0,0,0,0,406,392,60855,58797,141294,136516,128562,124214,0,0,406,17959,12732,49342,60855,141294,0,0,0,0,29781,4758,45670,7598,45670,7598,185409,34914,18008,3227,261,42,109994,18804,0,0,90926,16808,404597,73795,404336,73753,0,0,0,0,292,48,292,292,48,0,0,404597,3608,618,3608,618,3608,618,0,0,61695,61695,2642,420,3010,479,237,38,18252,2903,24141,3840,23904,3802,61695,1999,333,0,0,0,0,0,0,0,0,0,0,0,186286,46,101191,25,162440,357215,88,61695,273547,68,918240,227,918240,186286,73079,318513,225437,803315,4049,0,0,0,0,333,0,21242,17544,877,0,11,0,333,11,21242,39130,39119,1081,195,0,0,0,0,0,0,0,0,0,0
WI,1963,0,0,17031,2566,17031,2566,17031,2566,3422,678,3422,678,3422,678,38860,449,18,20836,952,147700,6106,121498,4924,9250,345,112248,4579,0,0,28773,1315,319255,13316,171556,7210,0,0,12868,2209,11103,1906,25,4,43846,7527,68487,11757,136330,23404,136305,23400,25,4,0,0,0,0,-1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12298,3604,17836,5227,20961,6143,51095,14975,51095,14975,886592,0,0,0,0,117,19,0,0,0,0,0,0,0,0,0,13699,1307,2554,244,16253,1551,2554,244,2603,469,2603,469,2603,469,1691,298,1691,298,912,170,912,170,649,114,5481,967,7918,1396,14047,2477,14047,2477,139,36,1799,469,4213,1013,14557,3795,20709,5313,20709,5313,0,29398,42637,50109,122144,122144,3214,530,2221,366,5435,896,5435,896,0,0,166311,31660,1664,317,13940,2654,181915,34631,181915,34631,181915,125,22,0,0,421,411,17207,16787,12779,12468,60384,58911,0,0,0,0,421,411,65371,63777,156163,152354,143384,139886,0,0,421,17207,12779,60384,65371,156163,0,0,0,0,28229,4497,43432,7216,43432,7216,192488,36207,18306,3298,271,43,109148,18700,0,0,90962,16949,411174,75197,410903,75154,0,0,0,0,285,47,285,285,47,0,0,411174,3497,598,3497,598,3497,598,0,0,55114,55114,3930,625,3091,492,246,39,18919,3009,26186,4165,25940,4126,55114,1932,322,0,0,0,0,0,0,0,0,0,0,0,193358,47,98359,24,174519,375883,91,55114,272826,66,940426,229,940426,193358,68961,333246,222717,818282,4112,0,0,0,0,315,0,21827,16650,832,0,69,0,315,69,21827,38860,38792,1038,187,0,0,0,0,0,0,0,0,0,0
WI,1964,0,0,14510,2187,14510,2187,14510,2187,3228,639,3228,639,3228,639,38951,490,20,16794,768,159345,6606,133588,5417,11085,414,122503,5004,0,0,23191,1061,333408,13873,174064,7266,0,0,13809,2371,10939,1878,23,4,43936,7543,67478,11584,136186,23380,136163,23376,23,4,0,0,0,0,1798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13008,3812,19426,5694,22170,6498,54604,16004,54604,16004,918337,0,0,0,0,114,19,0,0,0,0,0,0,0,0,0,13252,1267,2777,265,16029,1532,2777,265,2852,513,2852,513,2852,513,1914,338,1914,338,938,175,938,175,553,97,5168,912,6743,1189,12464,2198,12464,2198,116,30,1780,464,3164,762,14400,3754,19460,5011,19460,5011,0,30910,46163,52683,129755,129755,3375,557,2332,385,5707,941,5707,941,0,0,169340,32237,1538,293,13064,2487,183942,35017,183942,35017,183942,125,22,0,0,1342,1313,19707,19283,9666,9457,73263,71686,0,0,0,0,1342,1313,69969,68463,173946,170202,164281,160745,0,0,1342,19707,9666,73263,69969,173946,0,0,0,0,28542,4658,42441,7141,42441,7141,196349,36924,17931,3229,252,40,107829,18492,0,0,88621,16527,410982,75212,410730,75171,0,0,0,0,332,55,332,332,55,0,0,410982,6532,1176,6532,1176,6532,1176,0,0,54980,54980,3630,577,3121,496,229,36,19123,3042,26102,4152,25874,4115,54980,1938,323,3043,580,0,0,0,0,0,0,0,0,0,198182,48,98639,24,182562,406420,98,54980,271873,65,975114,234,975114,198182,67729,360257,219191,845359,4165,0,0,0,0,289,0,23375,15239,762,0,48,0,289,48,23375,38951,38903,980,177,0,0,0,0,0,0,0,0,0,0
WI,1965,0,0,18621,2806,18621,2806,18621,2806,3209,636,3209,636,3209,636,39414,460,19,18964,870,160973,6697,142389,5789,13845,517,128544,5273,0,0,25138,1153,347925,14528,186951,7831,0,0,12510,2148,11134,1911,34,6,44584,7654,68676,11790,136937,23508,136903,23503,34,6,0,0,0,0,4561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14195,4160,20994,6153,23756,6963,58945,17276,58945,17276,964576,0,0,0,0,105,18,0,0,0,0,0,0,0,0,0,19077,1825,3200,306,22276,2131,3200,306,3518,629,3518,629,3518,629,2745,484,2745,484,774,144,774,144,307,54,3035,535,3741,660,7083,1249,7083,1249,139,36,1833,478,3594,866,14829,3866,20395,5246,20395,5246,0,33888,50118,56712,140717,140717,2990,493,2459,405,5449,898,5449,898,0,0,175690,33446,1621,309,13345,2541,190657,36295,190657,36295,190657,122,21,0,0,1559,1531,23965,23541,14666,14406,83032,81564,0,0,0,0,1559,1531,80872,79442,204093,200484,189427,186078,0,0,1559,23965,14666,83032,80872,204093,0,0,0,0,30631,4926,40877,6769,40877,6769,200433,37765,17450,3158,367,59,107063,18358,0,0,87246,16315,412558,75656,412191,75597,0,0,0,0,353,59,353,353,59,0,0,412558,6515,1180,6515,1180,6515,1180,0,0,61690,61690,2376,378,2556,407,333,53,14909,2371,20174,3209,19841,3156,61690,1596,266,3295,628,0,0,0,0,0,0,0,0,0,202451,48,108743,26,195102,431030,102,61690,288602,68,1030827,244,1030827,202451,74856,380912,231890,890109,4232,0,0,0,0,282,0,24235,14878,744,0,19,0,282,19,24235,39414,39394,1044,189,0,0,0,0,0,0,0,0,0,0
WI,1966,0,0,21046,3171,21046,3171,21046,3171,3168,627,3168,627,3168,627,39521,422,17,19728,908,181178,7605,143216,5863,12604,470,130612,5393,0,0,26152,1204,370695,15598,189517,7993,0,0,13502,2318,11224,1927,45,8,45549,7820,69233,11886,139553,23958,139508,23950,45,8,0,0,0,0,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15442,4526,23114,6774,25231,7395,63787,18695,63787,18695,1030785,0,0,0,0,122,20,0,0,0,0,0,0,0,0,0,17959,1724,3412,328,21371,2052,3412,328,3518,629,3518,629,3518,629,2714,479,2714,479,804,150,804,150,311,55,3368,594,3798,670,7478,1319,7478,1319,169,44,2436,635,3876,933,19710,5138,26191,6751,26191,6751,0,37010,55397,60471,152878,152878,3106,512,2555,421,5661,933,5661,933,0,0,186480,35500,1440,274,11125,2118,199045,37892,199045,37892,199045,130,23,0,0,2226,2180,29529,28922,16405,16068,95574,93608,0,0,0,0,2226,2180,85659,83897,229393,224675,212988,208607,0,0,2226,29529,16405,95574,85659,229393,0,0,0,0,32100,5102,42483,6966,42483,6966,212471,40032,17840,3277,485,78,107158,18281,0,0,92742,17694,430696,79361,430211,79284,0,0,0,0,367,61,367,367,61,0,0,430696,5131,915,5131,915,5131,915,0,0,60892,60892,2528,402,2429,386,440,70,14509,2308,19906,3166,19466,3096,60892,1639,273,1963,374,0,0,0,0,0,0,0,0,0,215118,50,119817,28,216031,453051,106,60892,304324,71,1092310,256,1092310,215118,82807,397654,243853,939432,4274,0,0,0,0,266,0,25181,14070,703,0,4,0,266,4,25181,39521,39517,909,164,0,0,0,0,0,0,0,0,0,0
WI,1967,0,0,20395,3073,20395,3073,20395,3073,3160,626,3160,626,3160,626,39383,318,13,16666,771,187785,7923,133948,5514,13059,487,120889,5027,0,0,22092,1021,360809,15242,173024,7319,0,0,16060,2757,12212,2096,44,8,50060,8594,75326,12932,153702,26387,153657,26379,44,8,0,0,0,0,2432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16448,4821,24415,7156,26946,7898,67810,19874,67810,19874,1073692,0,0,0,0,107,18,0,0,0,0,0,0,0,0,0,18146,1739,3474,333,21620,2072,3474,333,5268,938,5268,938,5268,938,4386,773,4386,773,882,165,882,165,876,154,11034,1946,10683,1884,22593,3985,22593,3985,221,58,2598,677,2444,637,21023,5480,26287,6852,26287,6852,0,39289,58319,64365,161972,161972,3007,496,2157,356,5164,851,5164,851,0,0,189899,36151,1520,289,11704,2228,203123,38668,203123,38668,203123,122,21,0,0,2844,2780,34383,33610,20633,20170,102790,100479,0,0,0,0,2844,2780,93087,90994,253737,248033,233104,227863,0,0,2844,34383,20633,102790,93087,253737,0,0,0,0,38294,6212,56021,9372,56021,9372,219554,41334,18896,3486,480,77,113183,19369,0,0,107033,20296,459146,84563,458666,84486,0,0,0,0,368,61,368,368,61,0,0,459146,4709,837,4709,837,4709,837,0,0,61003,61003,1939,308,1690,269,436,69,10681,1699,14746,2345,14310,2276,61003,1579,263,1635,312,0,0,0,0,0,0,0,0,0,222717,52,125940,29,227350,461532,107,61003,326939,76,1137128,264,1137128,222717,86651,403214,262575,975156,4303,0,0,0,0,257,0,25404,13416,671,0,306,0,257,306,25404,39383,39078,897,162,0,0,0,0,0,0,0,0,0,0
WI,1968,0,0,19196,2893,19196,2893,19196,2893,2767,548,2767,548,2767,548,40963,263,11,16923,783,195465,8221,122002,5038,9210,344,112792,4695,0,0,21538,996,356191,15050,160727,6828,0,0,20041,3440,11860,2036,128,22,48199,8274,73160,12560,153388,26333,153259,26311,128,22,0,0,0,0,8447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17923,5253,26839,7866,29056,8516,73818,21635,73818,21635,1109910,0,0,0,0,128,21,0,0,0,0,0,0,0,0,0,21307,2049,3560,342,24866,2391,3560,342,7575,1346,7575,1346,7575,1346,6574,1159,6574,1159,1001,187,1001,187,889,157,11377,2006,10851,1914,23117,4077,23117,4077,331,86,2668,696,2643,695,21589,5628,27231,7105,27231,7105,0,42762,64033,69323,176117,176117,3303,545,2369,391,5672,935,5672,935,0,0,201553,38369,1491,284,14020,2669,217064,41322,217064,41322,217064,136,23,0,0,2750,2683,36969,36067,22899,22340,120181,117250,0,0,0,0,2750,2683,95761,93425,278560,271765,255661,249425,0,0,2750,36969,22899,120181,95761,278560,0,0,0,0,38370,6251,56180,9414,56180,9414,235754,44364,18601,3442,1389,223,113815,19573,0,0,105599,20101,475159,87702,473770,87480,0,0,0,0,460,76,460,460,76,0,0,475159,5428,961,5428,961,5428,961,0,0,65830,65830,184,29,1692,269,1261,201,10584,1683,13721,2182,12460,1982,65830,1941,324,1752,334,0,0,0,0,0,0,0,0,0,238768,55,133413,31,241488,478432,110,65830,333575,77,1184187,273,1184187,238768,90651,414399,264252,1008070,4345,0,0,0,0,235,0,28002,12298,615,0,429,0,235,429,28002,40963,40535,1012,183,0,0,0,0,0,0,0,0,0,0
WI,1969,0,0,25251,3805,25251,3805,25251,3805,1810,358,1810,358,1810,358,40262,195,8,16003,746,219583,9381,117743,4905,11740,438,106003,4467,0,0,20367,949,373891,15989,154309,6608,0,0,22029,3782,11356,1950,122,21,47804,8207,70049,12026,151361,25985,151238,25964,122,21,0,0,0,0,-3050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19390,5683,28833,8451,31355,9190,79579,23323,79579,23323,1188680,0,0,0,0,146,24,0,0,0,0,0,0,0,0,0,19067,1825,3475,333,22542,2158,3475,333,9514,1687,9514,1687,9514,1687,8656,1527,8656,1527,858,160,858,160,857,151,9365,1652,10460,1845,20682,3648,20682,3648,395,103,2737,714,3813,1008,22149,5774,29094,7599,29094,7599,0,46255,68782,74798,189835,189835,3287,542,2622,432,5909,974,5909,974,0,0,214324,40800,1510,287,11173,2127,227007,43215,227007,43215,227007,127,22,0,0,3148,3071,53623,52315,32143,31359,131620,128410,0,0,0,0,3148,3071,103652,101124,324186,316279,292043,284920,0,0,3148,53623,32143,131620,103652,324186,0,0,0,0,43406,6978,59819,9875,59819,9875,251456,47288,18199,3378,1322,212,116968,20034,0,0,102658,19644,490602,90556,489280,90344,0,0,0,0,563,93,563,563,93,0,0,490602,6169,1089,6169,1089,6169,1089,0,0,62804,62804,96,15,1738,276,1200,191,10773,1714,13807,2196,12607,2005,62804,2348,391,1920,366,0,0,0,0,0,0,0,0,0,254799,58,153704,35,272464,494769,113,62804,345162,79,1248434,285,1248434,254799,107448,425987,270365,1058599,4378,0,0,0,0,234,0,27348,12332,617,0,348,0,234,348,27348,40262,39914,1064,192,0,0,0,0,0,0,0,0,0,0
WI,1970,0,0,30996,4671,30996,4671,30996,4671,1677,332,1677,332,1677,332,38333,189,8,11984,569,234556,10450,119576,5147,9542,356,110034,4791,0,0,15253,724,381558,16898,147002,6449,0,0,24342,4179,11068,1900,724,124,46116,7917,68272,11721,150522,25841,149798,25716,724,124,0,0,0,0,-6908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21085,6180,29239,8570,33524,9825,83849,24575,83849,24575,1235976,0,0,0,0,202,34,0,0,0,0,0,0,0,0,0,16764,1597,3216,306,19980,1904,3216,306,9046,1603,9046,1603,9046,1603,8327,1469,8327,1469,719,134,719,134,747,132,7157,1262,9117,1608,17021,3002,17021,3002,285,74,2783,725,3771,1009,22517,5870,29356,7679,29356,7679,0,51008,70736,81101,202845,202845,3348,552,2671,440,6019,992,6019,992,0,0,225650,42956,295,56,12979,2471,238923,45483,238923,45483,238923,113,20,0,0,6692,6567,55592,54555,31186,30604,143565,140888,0,0,0,0,6692,6567,107207,105208,344241,337822,313055,307218,0,0,6692,55592,31186,143565,107207,344241,1725,157,1725,157,47533,7555,63869,10420,62423,10179,264386,49703,16428,3058,9290,1497,120167,20506,0,0,99906,19198,510176,93962,500887,92465,0,0,1446,240,647,107,647,2093,347,0,0,510176,6710,1182,8156,1422,6710,1182,0,0,58313,58313,38,6,1535,244,7119,1132,9768,1554,18460,2936,11341,1804,58313,2641,440,2037,388,0,0,0,0,0,0,0,0,0,271266,61,156321,35,293601,512625,116,60038,348893,79,1289105,291,1289105,271266,105312,441890,267793,1086261,4429,0,0,0,0,224,0,26127,11902,595,0,81,0,224,81,26127,38333,38253,1069,193,0,0,0,0,0,0,0,0,0,0
WI,1971,0,0,29602,4461,29602,4461,29602,4461,1386,274,1386,274,1386,274,38430,114,5,14607,699,219489,9814,89024,3854,11182,417,77842,3437,0,0,14034,672,337268,15044,117779,5230,0,0,27577,4734,11120,1909,690,118,46602,8000,68594,11776,154583,26538,153893,26419,690,118,0,0,0,0,-11667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22447,6579,30448,8924,35291,10343,88186,25846,88186,25846,1205535,0,0,0,0,253,42,0,0,0,0,0,0,0,0,0,19727,1883,3636,347,23363,2230,3636,347,10571,1872,10571,1872,10571,1872,9821,1732,9821,1732,749,140,749,140,544,96,5604,988,6632,1170,12780,2254,12780,2254,339,88,2873,749,3860,1037,23249,6061,30321,7935,30321,7935,0,54129,73422,85102,212653,212653,3580,590,2335,385,5915,975,5915,975,0,0,233708,44490,265,50,11962,2277,245934,46818,245934,46818,245934,286,49,0,0,5667,5561,48568,47662,29707,29153,158962,155998,0,0,0,0,5667,5561,111843,109758,354746,348132,325040,318979,0,0,5667,48568,29707,158962,111843,354746,37596,3469,37596,3469,45188,7190,58562,9525,57330,9320,277263,52066,16025,2999,5988,970,115770,19802,0,0,98475,19006,513520,94842,507533,93873,0,0,1232,204,665,110,665,1897,315,0,0,513520,7647,1356,8879,1560,7647,1356,0,0,61793,61793,103,16,1223,195,4066,647,8158,1298,13550,2155,9484,1509,61793,2457,409,2458,468,0,0,0,0,0,0,0,0,0,283043,63,155987,35,312506,498266,112,99388,355960,80,1293256,290,1293256,283043,101858,424844,270858,1080603,4462,0,0,0,0,211,0,27004,11214,561,0,0,0,211,0,27004,38430,38430,1528,276,0,0,0,0,0,0,0,0,0,0
WI,1972,0,0,29251,4408,29251,4408,29251,4408,1410,279,1410,279,1410,279,40603,81,4,8925,428,236440,10420,81462,3534,11514,430,69949,3104,0,0,6733,323,333641,14709,97200,4289,0,0,29563,5075,11211,1925,232,40,46143,7922,69156,11872,156305,26833,156073,26794,822,144,0,0,0,0,-6322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24278,7115,33176,9723,37719,11055,95173,27894,95173,27894,1192894,0,0,0,0,232,39,0,0,0,0,0,0,0,0,0,21889,2109,3154,304,25043,2413,3154,304,10789,1910,11379,2014,10789,1910,10089,1779,10679,1883,700,131,700,131,386,68,3592,633,4714,831,8692,1533,8692,1533,377,98,3150,821,4473,1206,25483,6643,33483,8769,33483,8769,0,58124,79428,90305,227856,227856,3834,632,2500,412,6334,1044,6334,1044,0,0,248005,47212,286,54,12390,2359,260681,49625,260681,49625,260681,293,51,0,0,6352,6234,44580,43753,28672,28110,140691,138081,0,0,0,0,6352,6234,106626,104648,326921,320826,298248,292716,0,0,6352,44580,28672,140691,106626,326921,35547,3294,35547,3294,43666,6927,55328,8956,54010,8738,294314,55261,16302,3070,6803,1104,115560,19827,0,0,99353,19347,532332,98609,525529,97504,0,0,1317,219,884,147,884,2201,365,0,0,532332,8323,1473,9641,1692,8323,1473,0,0,65646,65646,336,53,1269,202,4664,742,8888,1414,15157,2411,10493,1669,65646,2707,451,2632,502,0,0,0,0,0,0,0,0,0,300747,67,152426,34,329351,482349,107,101193,352242,78,1287765,286,1287763,300747,94302,402922,261937,1059907,4502,0,0,0,0,218,0,28879,11507,575,0,0,0,218,0,28879,40603,40603,1575,284,0,0,0,0,0,0,0,0,0,0
WI,1973,0,0,33184,5001,33184,5001,33184,5001,1010,200,1010,200,1010,200,42430,49,2,6428,308,230246,10080,70237,3064,6672,249,63565,2815,0,0,3775,181,310735,13636,80489,3556,0,0,32356,5555,11102,1906,2460,422,45380,7791,68482,11757,159781,27430,157321,27008,2885,497,0,0,0,0,-13058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28200,8265,34438,10093,39064,11449,101703,29807,101703,29807,1234950,0,0,0,0,194,32,0,0,0,0,0,0,0,0,0,21899,2108,3489,336,25389,2444,3489,336,12485,2208,12910,2283,12485,2208,11858,2091,12283,2166,627,117,627,117,383,68,3444,607,4672,824,8499,1499,8499,1499,407,106,2969,774,5877,1592,24023,6262,33276,8735,33276,8735,0,66923,81725,92704,241352,241352,3649,602,3750,618,7398,1220,7398,1220,0,0,257504,49020,279,53,11377,2166,269160,51239,269160,51239,269160,363,63,0,0,5501,5420,55837,55012,30112,29667,169848,167338,0,0,0,0,5501,5420,112182,110524,373480,367961,343368,338294,0,0,5501,55837,30112,169848,112182,373480,64894,5952,64894,5952,49375,7819,59762,9624,59090,9512,307792,57752,15924,2990,8962,1468,120880,20779,0,0,97177,18843,550735,101832,541773,100364,0,0,673,112,998,166,998,1671,277,0,0,550735,8998,1593,9671,1705,8998,1593,0,0,67818,67818,381,61,1191,189,5403,859,8871,1411,15846,2520,10443,1661,67818,2759,460,2662,507,0,0,0,0,0,0,0,0,0,313343,69,173499,38,356112,513022,113,132712,354740,78,1354604,299,1354604,313343,106576,431297,262037,1113253,4524,0,0,0,0,186,0,32405,9838,492,0,0,0,186,0,32405,42430,42430,2021,365,0,0,0,0,0,0,0,0,0,0
WI,1974,0,0,24124,3635,24124,3635,24124,3635,998,198,998,198,998,198,44525,30,1,6929,338,208970,9531,59451,2604,6677,249,52774,2355,0,0,3261,159,278640,12632,69670,3102,0,0,32805,5632,10854,1863,2860,491,43292,7432,66954,11494,156765,26913,153905,26421,3206,552,0,0,0,0,-8764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27899,8177,35125,10294,39281,11513,102305,29984,102305,29984,1192793,0,0,0,0,264,44,0,0,0,0,0,0,0,0,0,17814,1706,3282,314,21096,2020,3282,314,11786,2085,12132,2146,11786,2085,11144,1965,11490,2026,642,120,642,120,281,50,2579,455,3433,605,6294,1110,6294,1110,400,104,2844,742,5970,1627,23014,5999,32228,8472,32228,8472,0,67463,84936,94985,247384,247384,3495,576,3591,592,7086,1168,7086,1168,0,0,256141,48761,280,53,9915,1888,266337,50702,266337,50702,266337,465,80,0,0,5508,5427,66691,65705,34322,33815,162285,159887,0,0,0,0,5508,5427,118059,116314,386865,381148,352543,347333,0,0,5508,66691,34322,162285,118059,386865,92144,8256,92144,8256,39690,6341,48002,7788,47897,7770,306119,57435,15414,2891,5202,870,107152,18605,0,0,93401,18099,527288,97901,522086,97031,0,0,106,18,816,136,816,922,153,0,0,527288,9396,1659,9501,1676,9396,1659,0,0,65621,65621,495,79,1154,184,1891,301,8284,1318,11823,1881,9933,1580,65621,3228,538,2641,503,0,0,0,0,0,0,0,0,0,311657,69,184596,41,358453,485959,107,157765,359581,79,1341794,295,1341794,311657,117133,401024,264596,1094410,4546,0,0,0,0,200,0,33729,10595,530,0,0,0,200,0,33729,44525,44525,1980,358,0,0,0,0,0,0,0,0,0,0
WI,1975,0,0,20031,3019,20031,3019,20031,3019,872,173,872,173,872,173,44874,9,0,7674,404,206329,9716,54745,2439,6646,248,48099,2191,0,0,3289,173,272045,12733,65716,3017,0,0,35322,6064,10406,1786,3150,541,41650,7150,64187,11019,154715,26561,151565,26020,3360,578,0,0,0,0,-5981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28461,8342,36927,10823,40201,11782,105590,30947,105590,30947,1168641,0,0,0,0,288,48,0,0,0,0,0,0,0,0,0,17883,1719,3309,318,21193,2037,3309,318,12265,2169,12475,2206,12265,2169,11659,2056,11869,2093,605,113,605,113,246,43,2276,401,3002,530,5525,974,5525,974,359,93,2683,699,7277,1996,21708,5659,32026,8448,32026,8448,0,68270,88578,96431,253279,253279,3016,497,2581,426,5597,923,5597,923,0,0,259860,49469,275,52,10646,2027,270781,51548,270781,51548,270781,626,108,0,0,5057,4957,68850,67485,20254,19935,155527,152443,0,0,0,0,5057,4957,122408,119981,372097,364801,351843,344866,0,0,5057,68850,20254,155527,122408,372097,113356,10293,113356,10293,33905,5430,41262,6710,41041,6673,313485,58751,14666,2750,7028,1163,100423,17708,0,0,88897,17208,524499,97579,517471,96416,0,0,221,37,849,141,849,1069,178,0,0,524499,9016,1585,9237,1621,9016,1585,0,0,66067,66067,1791,285,1057,168,3448,548,6945,1105,13240,2106,9793,1558,66067,3213,535,2271,433,0,0,0,0,0,0,0,0,0,318551,70,188145,41,364850,472413,103,179422,362974,79,1342083,293,1342082,318551,119874,383835,266543,1088803,4579,0,0,0,0,223,0,32904,11748,587,0,0,0,223,0,32904,44874,44874,1769,320,0,0,0,0,0,0,0,0,0,0
